symbol,historical
BATA.JK,"[{'date': '2019-12-03', 'label': 'December 03, 19', 'adjDividend': 3.22, 'dividend': 3.22, 'recordDate': '2019-12-04', 'paymentDate': '2019-12-23', 'declarationDate': ''}, {'date': '2019-07-08', 'label': 'July 08, 19', 'adjDividend': 5.55, 'dividend': 5.55, 'recordDate': '2019-07-09', 'paymentDate': '2019-07-30', 'declarationDate': ''}, {'date': '2018-12-12', 'label': 'December 12, 18', 'adjDividend': 8.71, 'dividend': 8.71, 'recordDate': '2018-12-13', 'paymentDate': '2018-12-21', 'declarationDate': ''}, {'date': '2018-07-06', 'label': 'July 06, 18', 'adjDividend': 5.55, 'dividend': 5.55, 'recordDate': '2018-07-10', 'paymentDate': '2018-07-27', 'declarationDate': ''}, {'date': '2017-12-13', 'label': 'December 13, 17', 'adjDividend': 15.69, 'dividend': 15.69, 'recordDate': '2017-12-15', 'paymentDate': '2017-12-20', 'declarationDate': ''}, {'date': '2017-07-03', 'label': 'July 03, 17', 'adjDividend': 5.55, 'dividend': 5.55, 'recordDate': '2017-07-05', 'paymentDate': '2017-07-17', 'declarationDate': ''}, {'date': '2016-11-29', 'label': 'November 29, 16', 'adjDividend': 18.22, 'dividend': 18.22, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2016-07-01', 'label': 'July 01, 16', 'adjDividend': 6.45, 'dividend': 6.45, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-07-06', 'label': 'July 06, 15', 'adjDividend': 5.62, 'dividend': 5.62, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-12-01', 'label': 'December 01, 14', 'adjDividend': 16.16, 'dividend': 16.16, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-07-21', 'label': 'July 21, 14', 'adjDividend': 13.47, 'dividend': 13.47, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-12-10', 'label': 'December 10, 13', 'adjDividend': 15.08, 'dividend': 15.08, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-12', 'label': 'July 12, 13', 'adjDividend': 11.85, 'dividend': 1185, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-12-04', 'label': 'December 04, 12', 'adjDividend': 15.65, 'dividend': 1565, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-11', 'label': 'July 11, 12', 'adjDividend': 12.3, 'dividend': 1230, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-12-05', 'label': 'December 05, 11', 'adjDividend': 14.46, 'dividend': 1446, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-05', 'label': 'July 05, 11', 'adjDividend': 11.42, 'dividend': 1142, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-12-08', 'label': 'December 08, 10', 'adjDividend': 13, 'dividend': 1300, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-30', 'label': 'June 30, 10', 'adjDividend': 10.7, 'dividend': 1070, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-12-09', 'label': 'December 09, 09', 'adjDividend': 10.88, 'dividend': 1088, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-30', 'label': 'June 30, 09', 'adjDividend': 8.1623, 'dividend': 816.23, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-12-09', 'label': 'December 09, 08', 'adjDividend': 7.27, 'dividend': 727, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-06-19', 'label': 'June 19, 08', 'adjDividend': 63.61, 'dividend': 6361.0001, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-12-10', 'label': 'December 10, 07', 'adjDividend': 8.7, 'dividend': 870, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-07-06', 'label': 'July 06, 07', 'adjDividend': 4.35, 'dividend': 435, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-12-08', 'label': 'December 08, 06', 'adjDividend': 3.4, 'dividend': 340, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-07-04', 'label': 'July 04, 06', 'adjDividend': 1.5, 'dividend': 150, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-12-06', 'label': 'December 06, 05', 'adjDividend': 8.5, 'dividend': 850, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-07-04', 'label': 'July 04, 05', 'adjDividend': 6.5, 'dividend': 650, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-12-03', 'label': 'December 03, 04', 'adjDividend': 8.5, 'dividend': 850, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-07-01', 'label': 'July 01, 04', 'adjDividend': 6, 'dividend': 600, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-12-08', 'label': 'December 08, 03', 'adjDividend': 9, 'dividend': 900, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-07-03', 'label': 'July 03, 03', 'adjDividend': 11.5, 'dividend': 1150, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2002-12-12', 'label': 'December 12, 02', 'adjDividend': 16.5, 'dividend': 1650, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2002-07-05', 'label': 'July 05, 02', 'adjDividend': 15, 'dividend': 1500, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2001-12-07', 'label': 'December 07, 01', 'adjDividend': 20, 'dividend': 2000, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
SKBM.JK,"[{'date': '2023-06-20', 'label': 'June 20, 23', 'adjDividend': 9.97, 'dividend': 9.97, 'recordDate': '2023-06-21', 'paymentDate': '2023-07-11', 'declarationDate': ''}, {'date': '2022-07-07', 'label': 'July 07, 22', 'adjDividend': 3.5, 'dividend': 3.5, 'recordDate': '2022-07-08', 'paymentDate': '2022-07-27', 'declarationDate': ''}, {'date': '2021-08-02', 'label': 'August 02, 21', 'adjDividend': 1.2, 'dividend': 1.2, 'recordDate': '2021-08-03', 'paymentDate': '2021-08-23', 'declarationDate': ''}, {'date': '2015-06-26', 'label': 'June 26, 15', 'adjDividend': 12, 'dividend': 12, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-09-03', 'label': 'September 03, 14', 'adjDividend': 12.44, 'dividend': 12.44, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
BALI.JK,"[{'date': '2024-06-27', 'label': 'June 27, 24', 'adjDividend': 20, 'dividend': 20, 'recordDate': '2024-06-28', 'paymentDate': '2024-07-10', 'declarationDate': ''}, {'date': '2023-06-13', 'label': 'June 13, 23', 'adjDividend': 32.34, 'dividend': 32.34, 'recordDate': '2023-06-14', 'paymentDate': '2023-07-03', 'declarationDate': ''}, {'date': '2022-07-12', 'label': 'July 12, 22', 'adjDividend': 31.15, 'dividend': 31.15, 'recordDate': '2022-07-13', 'paymentDate': '2022-07-27', 'declarationDate': ''}, {'date': '2021-08-31', 'label': 'August 31, 21', 'adjDividend': 30, 'dividend': 30, 'recordDate': '2021-09-01', 'paymentDate': '2021-09-15', 'declarationDate': ''}, {'date': '2014-07-18', 'label': 'July 18, 14', 'adjDividend': 7, 'dividend': 35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
BBSI.JK,[]
MGLV.JK,[]
NICK.JK,[]
IGAR.JK,"[{'date': '2022-06-23', 'label': 'June 23, 22', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2022-06-24', 'paymentDate': '2022-07-15', 'declarationDate': ''}, {'date': '2021-07-07', 'label': 'July 07, 21', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2021-07-08', 'paymentDate': '2021-07-30', 'declarationDate': ''}, {'date': '2020-07-08', 'label': 'July 08, 20', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2020-07-09', 'paymentDate': '2020-07-30', 'declarationDate': ''}, {'date': '2019-07-01', 'label': 'July 01, 19', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2019-07-02', 'paymentDate': '2019-07-24', 'declarationDate': ''}, {'date': '2018-05-18', 'label': 'May 18, 18', 'adjDividend': 4, 'dividend': 4, 'recordDate': '2018-05-22', 'paymentDate': '2018-06-08', 'declarationDate': ''}, {'date': '2017-05-31', 'label': 'May 31, 17', 'adjDividend': 4, 'dividend': 4, 'recordDate': '2017-06-05', 'paymentDate': '2017-06-20', 'declarationDate': ''}, {'date': '2016-04-13', 'label': 'April 13, 16', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-04-24', 'label': 'April 24, 14', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-05-23', 'label': 'May 23, 13', 'adjDividend': 40, 'dividend': 40, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-12-07', 'label': 'December 07, 12', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-04-16', 'label': 'April 16, 12', 'adjDividend': 75, 'dividend': 75, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-10-21', 'label': 'October 21, 11', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-06-17', 'label': 'June 17, 11', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-16', 'label': 'June 16, 10', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-05', 'label': 'June 05, 09', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-06-18', 'label': 'June 18, 08', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-06-29', 'label': 'June 29, 07', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-07-04', 'label': 'July 04, 06', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-07-01', 'label': 'July 01, 05', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-07-09', 'label': 'July 09, 04', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-08-05', 'label': 'August 05, 03', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2002-07-29', 'label': 'July 29, 02', 'adjDividend': 2, 'dividend': 2, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2001-07-27', 'label': 'July 27, 01', 'adjDividend': 8, 'dividend': 8, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
VICI.JK,"[{'date': '2024-06-06', 'label': 'June 06, 24', 'adjDividend': 7, 'dividend': 7, 'recordDate': '2024-06-07', 'paymentDate': '2024-06-26', 'declarationDate': ''}, {'date': '2023-10-13', 'label': 'October 13, 23', 'adjDividend': 3.5, 'dividend': 3.5, 'recordDate': '2023-10-16', 'paymentDate': '2023-11-03', 'declarationDate': ''}, {'date': '2023-06-07', 'label': 'June 07, 23', 'adjDividend': 5.5, 'dividend': 5.5, 'recordDate': '2023-06-08', 'paymentDate': '2023-06-21', 'declarationDate': ''}, {'date': '2022-05-23', 'label': 'May 23, 22', 'adjDividend': 7, 'dividend': 7, 'recordDate': '2022-05-24', 'paymentDate': '2022-06-10', 'declarationDate': ''}, {'date': '2021-10-15', 'label': 'October 15, 21', 'adjDividend': 3.5, 'dividend': 3.5, 'recordDate': '2021-10-18', 'paymentDate': '2021-10-25', 'declarationDate': ''}, {'date': '2021-05-31', 'label': 'May 31, 21', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2021-06-02', 'paymentDate': '2021-06-18', 'declarationDate': ''}]"
HITS.JK,"[{'date': '2019-04-15', 'label': 'April 15, 19', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2019-04-16', 'paymentDate': '2019-05-03', 'declarationDate': ''}, {'date': '2018-05-18', 'label': 'May 18, 18', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2018-05-22', 'paymentDate': '2018-06-05', 'declarationDate': ''}, {'date': '2017-05-29', 'label': 'May 29, 17', 'adjDividend': 2.55, 'dividend': 2.55, 'recordDate': '2017-05-31', 'paymentDate': '2017-06-12', 'declarationDate': ''}, {'date': '2007-07-05', 'label': 'July 05, 07', 'adjDividend': 19.25929, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-05-19', 'label': 'May 19, 06', 'adjDividend': 2.88889, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
RELI.JK,"[{'date': '2024-07-05', 'label': 'July 05, 24', 'adjDividend': 20.04865, 'dividend': 20.04865, 'recordDate': '2024-07-08', 'paymentDate': '2024-07-26', 'declarationDate': ''}, {'date': '2022-10-10', 'label': 'October 10, 22', 'adjDividend': 9.43, 'dividend': 9.43, 'recordDate': '2022-10-11', 'paymentDate': '2022-10-14', 'declarationDate': ''}, {'date': '2017-04-27', 'label': 'April 27, 17', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2017-05-02', 'paymentDate': '2017-05-19', 'declarationDate': ''}, {'date': '2008-06-12', 'label': 'June 12, 08', 'adjDividend': 4.35417, 'dividend': 4.35417, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-09-14', 'label': 'September 14, 06', 'adjDividend': 8.70834, 'dividend': 8.70834, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
TGKA.JK,"[{'date': '2024-05-28', 'label': 'May 28, 24', 'adjDividend': 312, 'dividend': 312, 'recordDate': '2024-05-29', 'paymentDate': '2024-06-07', 'declarationDate': ''}, {'date': '2023-11-21', 'label': 'November 21, 23', 'adjDividend': 30, 'dividend': 30, 'recordDate': '2023-11-22', 'paymentDate': '2023-11-30', 'declarationDate': ''}, {'date': '2023-05-05', 'label': 'May 05, 23', 'adjDividend': 325, 'dividend': 325, 'recordDate': '2023-05-08', 'paymentDate': '2023-05-12', 'declarationDate': ''}, {'date': '2022-05-23', 'label': 'May 23, 22', 'adjDividend': 295, 'dividend': 295, 'recordDate': '2022-05-24', 'paymentDate': '2022-05-30', 'declarationDate': ''}, {'date': '2021-09-23', 'label': 'September 23, 21', 'adjDividend': 35, 'dividend': 35, 'recordDate': '2021-09-24', 'paymentDate': '2021-09-30', 'declarationDate': ''}, {'date': '2021-05-24', 'label': 'May 24, 21', 'adjDividend': 325, 'dividend': 325, 'recordDate': '2021-05-25', 'paymentDate': '2021-05-31', 'declarationDate': ''}, {'date': '2020-05-13', 'label': 'May 13, 20', 'adjDividend': 285, 'dividend': 285, 'recordDate': '2020-05-14', 'paymentDate': '2020-05-19', 'declarationDate': ''}, {'date': '2019-09-09', 'label': 'September 09, 19', 'adjDividend': 35, 'dividend': 35, 'recordDate': '2019-09-10', 'paymentDate': '2019-09-19', 'declarationDate': ''}, {'date': '2019-05-08', 'label': 'May 08, 19', 'adjDividend': 204, 'dividend': 204, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2019-05-03', 'label': 'May 03, 19', 'adjDividend': 204, 'dividend': 204, 'recordDate': '2019-05-06', 'paymentDate': '2019-05-24', 'declarationDate': ''}, {'date': '2018-05-09', 'label': 'May 09, 18', 'adjDividend': 160, 'dividend': 160, 'recordDate': '2018-05-14', 'paymentDate': '2018-05-30', 'declarationDate': ''}, {'date': '2017-05-05', 'label': 'May 05, 17', 'adjDividend': 115, 'dividend': 115, 'recordDate': '2017-05-09', 'paymentDate': '2017-05-26', 'declarationDate': ''}, {'date': '2016-04-22', 'label': 'April 22, 16', 'adjDividend': 106.5, 'dividend': 106.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-04-28', 'label': 'April 28, 15', 'adjDividend': 94.5, 'dividend': 94.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-05-09', 'label': 'May 09, 14', 'adjDividend': 75.5, 'dividend': 75.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-05-14', 'label': 'May 14, 13', 'adjDividend': 73, 'dividend': 73, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-05-08', 'label': 'May 08, 12', 'adjDividend': 63.5, 'dividend': 63.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-05-25', 'label': 'May 25, 11', 'adjDividend': 51, 'dividend': 51, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-03', 'label': 'June 03, 10', 'adjDividend': 39, 'dividend': 39, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-05-26', 'label': 'May 26, 09', 'adjDividend': 40, 'dividend': 40, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-05-26', 'label': 'May 26, 08', 'adjDividend': 28, 'dividend': 28, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-05-24', 'label': 'May 24, 07', 'adjDividend': 17.5, 'dividend': 17.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-06-22', 'label': 'June 22, 06', 'adjDividend': 10, 'dividend': 10.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
LIFE.JK,"[{'date': '2024-07-04', 'label': 'July 04, 24', 'adjDividend': 38, 'dividend': 38, 'recordDate': '2024-07-05', 'paymentDate': '2024-07-25', 'declarationDate': ''}, {'date': '2023-07-11', 'label': 'July 11, 23', 'adjDividend': 177, 'dividend': 177, 'recordDate': '2023-07-12', 'paymentDate': '2023-07-28', 'declarationDate': ''}, {'date': '2022-07-01', 'label': 'July 01, 22', 'adjDividend': 34, 'dividend': 34, 'recordDate': '2022-07-04', 'paymentDate': '2022-07-22', 'declarationDate': ''}, {'date': '2021-06-07', 'label': 'June 07, 21', 'adjDividend': 243, 'dividend': 243, 'recordDate': '2021-06-08', 'paymentDate': '2021-06-25', 'declarationDate': ''}, {'date': '2020-06-25', 'label': 'June 25, 20', 'adjDividend': 74, 'dividend': 74, 'recordDate': '2020-06-26', 'paymentDate': '2020-07-17', 'declarationDate': ''}]"
CBUT.JK,"[{'date': '2024-05-06', 'label': 'May 06, 24', 'adjDividend': 9.23, 'dividend': 9.23, 'recordDate': '2024-05-07', 'paymentDate': '2024-05-22', 'declarationDate': ''}]"
LCKM.JK,"[{'date': '2022-06-17', 'label': 'June 17, 22', 'adjDividend': 0.22, 'dividend': 0.22, 'recordDate': '2022-06-20', 'paymentDate': '2022-07-08', 'declarationDate': ''}, {'date': '2021-09-03', 'label': 'September 03, 21', 'adjDividend': 0.5, 'dividend': 0.5, 'recordDate': '2021-09-06', 'paymentDate': '2021-09-24', 'declarationDate': ''}, {'date': '2020-09-03', 'label': 'September 03, 20', 'adjDividend': 0.5, 'dividend': 0.5, 'recordDate': '2020-09-04', 'paymentDate': '2020-09-25', 'declarationDate': ''}, {'date': '2019-07-02', 'label': 'July 02, 19', 'adjDividend': 1, 'dividend': 1, 'recordDate': '2019-07-03', 'paymentDate': '2019-07-19', 'declarationDate': ''}, {'date': '2018-07-05', 'label': 'July 05, 18', 'adjDividend': 1, 'dividend': 1, 'recordDate': '2018-07-09', 'paymentDate': '2018-07-27', 'declarationDate': ''}]"
LPPS.JK,[]
BUAH.JK,"[{'date': '2024-05-15', 'label': 'May 15, 24', 'adjDividend': 23, 'dividend': 23, 'recordDate': '2024-05-16', 'paymentDate': '2024-06-05', 'declarationDate': ''}, {'date': '2023-06-14', 'label': 'June 14, 23', 'adjDividend': 14, 'dividend': 14, 'recordDate': '2023-06-15', 'paymentDate': '2023-07-07', 'declarationDate': ''}]"
UNIC.JK,"[{'date': '2024-06-27', 'label': 'June 27, 24', 'adjDividend': 286, 'dividend': 286, 'recordDate': '2024-06-28', 'paymentDate': '2024-07-19', 'declarationDate': ''}, {'date': '2023-06-22', 'label': 'June 22, 23', 'adjDividend': 360, 'dividend': 360, 'recordDate': '2023-06-23', 'paymentDate': '2023-07-12', 'declarationDate': ''}, {'date': '2022-07-07', 'label': 'July 07, 22', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2022-07-08', 'paymentDate': '2022-07-18', 'declarationDate': ''}, {'date': '2022-01-11', 'label': 'January 11, 22', 'adjDividend': 450, 'dividend': 450, 'recordDate': '2022-01-12', 'paymentDate': '2022-01-27', 'declarationDate': ''}, {'date': '2021-07-05', 'label': 'July 05, 21', 'adjDividend': 149, 'dividend': 149, 'recordDate': '2021-07-06', 'paymentDate': '2021-07-16', 'declarationDate': ''}, {'date': '2020-12-22', 'label': 'December 22, 20', 'adjDividend': 110, 'dividend': 110, 'recordDate': '2020-12-23', 'paymentDate': '2020-12-29', 'declarationDate': ''}, {'date': '2020-08-10', 'label': 'August 10, 20', 'adjDividend': 116, 'dividend': 116, 'recordDate': '2020-08-11', 'paymentDate': '2020-09-02', 'declarationDate': ''}, {'date': '2019-07-05', 'label': 'July 05, 19', 'adjDividend': 90, 'dividend': 90, 'recordDate': '2019-07-08', 'paymentDate': '2019-07-26', 'declarationDate': ''}, {'date': '2018-10-31', 'label': 'October 31, 18', 'adjDividend': 360, 'dividend': 360, 'recordDate': '2018-11-02', 'paymentDate': '2018-11-15', 'declarationDate': ''}, {'date': '2018-07-04', 'label': 'July 04, 18', 'adjDividend': 92, 'dividend': 92, 'recordDate': '2018-07-06', 'paymentDate': '2018-07-26', 'declarationDate': ''}, {'date': '2017-06-02', 'label': 'June 02, 17', 'adjDividend': 732, 'dividend': 732, 'recordDate': '2017-06-06', 'paymentDate': '2017-06-21', 'declarationDate': ''}, {'date': '2015-06-17', 'label': 'June 17, 15', 'adjDividend': 69, 'dividend': 69, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-06-25', 'label': 'June 25, 14', 'adjDividend': 104, 'dividend': 104, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-02', 'label': 'July 02, 13', 'adjDividend': 38.4, 'dividend': 38.4, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-11', 'label': 'July 11, 12', 'adjDividend': 90, 'dividend': 90, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-11', 'label': 'July 11, 11', 'adjDividend': 33, 'dividend': 33, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-28', 'label': 'June 28, 10', 'adjDividend': 48, 'dividend': 48, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-07-01', 'label': 'July 01, 09', 'adjDividend': 39, 'dividend': 39, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-07-14', 'label': 'July 14, 08', 'adjDividend': 36, 'dividend': 36, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-08-16', 'label': 'August 16, 06', 'adjDividend': 24, 'dividend': 24, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-07-12', 'label': 'July 12, 05', 'adjDividend': 130, 'dividend': 130, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-06-14', 'label': 'June 14, 04', 'adjDividend': 0.0058, 'dividend': 0.0058, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-07-01', 'label': 'July 01, 03', 'adjDividend': 0.0035, 'dividend': 0.0035, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2002-06-20', 'label': 'June 20, 02', 'adjDividend': 0.0033, 'dividend': 0.0033, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
DIGI.JK,[]
PTDU.JK,[]
TAMA.JK,[]
MINA.JK,[]
MAPB.JK,[]
BIPP.JK,[]
GLOB.JK,"[{'date': '2013-05-28', 'label': 'May 28, 13', 'adjDividend': 51, 'dividend': 51, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
CTBN.JK,"[{'date': '2016-07-28', 'label': 'July 28, 16', 'adjDividend': 0.00875, 'dividend': 0.00875, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-16', 'label': 'June 16, 15', 'adjDividend': 0.02499, 'dividend': 0.02499, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-06-30', 'label': 'June 30, 14', 'adjDividend': 0.03748, 'dividend': 0.03748, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-10', 'label': 'July 10, 13', 'adjDividend': 0.0375, 'dividend': 0.0375, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-13', 'label': 'June 13, 12', 'adjDividend': 0.045, 'dividend': 0.045, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-21', 'label': 'July 21, 11', 'adjDividend': 0.021, 'dividend': 0.021, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-07-26', 'label': 'July 26, 10', 'adjDividend': 0.016, 'dividend': 0.016, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-07-24', 'label': 'July 24, 09', 'adjDividend': 24.74, 'dividend': 24.74, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-07-06', 'label': 'July 06, 07', 'adjDividend': 0.02, 'dividend': 0.2, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-06-29', 'label': 'June 29, 06', 'adjDividend': 0.007, 'dividend': 0.07, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-07-13', 'label': 'July 13, 05', 'adjDividend': 0.0025, 'dividend': 0.025, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-08-02', 'label': 'August 02, 04', 'adjDividend': 0.003, 'dividend': 0.03, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-06-05', 'label': 'June 05, 03', 'adjDividend': 0.003, 'dividend': 0.03, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2002-06-18', 'label': 'June 18, 02', 'adjDividend': 0.0025, 'dividend': 0.025, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
IFII.JK,"[{'date': '2024-06-20', 'label': 'June 20, 24', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2024-06-21', 'paymentDate': '2024-07-10', 'declarationDate': ''}, {'date': '2023-07-04', 'label': 'July 04, 23', 'adjDividend': 2, 'dividend': 2, 'recordDate': '2023-07-05', 'paymentDate': '2023-07-21', 'declarationDate': ''}, {'date': '2022-06-16', 'label': 'June 16, 22', 'adjDividend': 4, 'dividend': 4, 'recordDate': '2022-06-17', 'paymentDate': '2022-07-08', 'declarationDate': ''}, {'date': '2020-12-03', 'label': 'December 03, 20', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2020-12-04', 'paymentDate': '2020-12-22', 'declarationDate': ''}, {'date': '2020-08-11', 'label': 'August 11, 20', 'adjDividend': 2, 'dividend': 2, 'recordDate': '2020-08-12', 'paymentDate': '2020-09-02', 'declarationDate': ''}]"
