symbol,historical
HEXA.JK,"[{'date': '2023-10-06', 'label': 'October 06, 23', 'adjDividend': 768.29999, 'dividend': 768.29999, 'recordDate': '2023-10-09', 'paymentDate': '2023-10-27', 'declarationDate': ''}, {'date': '2022-09-30', 'label': 'September 30, 22', 'adjDividend': 799.07001, 'dividend': 799.07, 'recordDate': '2022-10-03', 'paymentDate': '2022-10-21', 'declarationDate': ''}, {'date': '2021-09-28', 'label': 'September 28, 21', 'adjDividend': 1197.19995, 'dividend': 1197.19995, 'recordDate': '2021-09-29', 'paymentDate': '2021-10-21', 'declarationDate': ''}, {'date': '2020-09-29', 'label': 'September 29, 20', 'adjDividend': 546.15002, 'dividend': 546.15002, 'recordDate': '2020-09-30', 'paymentDate': '2020-10-22', 'declarationDate': ''}, {'date': '2019-10-08', 'label': 'October 08, 19', 'adjDividend': 507.72, 'dividend': 507.72, 'recordDate': '2019-10-09', 'paymentDate': '2019-10-25', 'declarationDate': ''}, {'date': '2018-09-26', 'label': 'September 26, 18', 'adjDividend': 320.67001, 'dividend': 320.67001, 'recordDate': '2018-09-28', 'paymentDate': '2018-10-19', 'declarationDate': ''}, {'date': '2017-09-29', 'label': 'September 29, 17', 'adjDividend': 234, 'dividend': 234, 'recordDate': '2017-10-03', 'paymentDate': '2017-10-25', 'declarationDate': ''}, {'date': '2016-10-05', 'label': 'October 05, 16', 'adjDividend': 1641, 'dividend': 1641, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-09-28', 'label': 'September 28, 15', 'adjDividend': 117, 'dividend': 117, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-09-24', 'label': 'September 24, 14', 'adjDividend': 109, 'dividend': 109, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-10-22', 'label': 'October 22, 13', 'adjDividend': 300, 'dividend': 300, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-10-17', 'label': 'October 17, 12', 'adjDividend': 371, 'dividend': 371, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-09-29', 'label': 'September 29, 11', 'adjDividend': 183.41, 'dividend': 183.41, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-08-30', 'label': 'August 30, 10', 'adjDividend': 131, 'dividend': 131, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-08-24', 'label': 'August 24, 09', 'adjDividend': 23, 'dividend': 23, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-07-22', 'label': 'July 22, 09', 'adjDividend': 109, 'dividend': 109, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-07-16', 'label': 'July 16, 08', 'adjDividend': 21, 'dividend': 21, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-07-18', 'label': 'July 18, 07', 'adjDividend': 17, 'dividend': 17, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-07-13', 'label': 'July 13, 06', 'adjDividend': 46, 'dividend': 46, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-07-12', 'label': 'July 12, 05', 'adjDividend': 43, 'dividend': 215, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-07-07', 'label': 'July 07, 04', 'adjDividend': 18, 'dividend': 90, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-07-08', 'label': 'July 08, 03', 'adjDividend': 16, 'dividend': 80, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
RMKE.JK,"[{'date': '2024-07-09', 'label': 'July 09, 24', 'adjDividend': 7, 'dividend': 7, 'recordDate': '2024-07-10', 'paymentDate': '2024-08-01', 'declarationDate': ''}, {'date': '2023-07-04', 'label': 'July 04, 23', 'adjDividend': 7, 'dividend': 7, 'recordDate': '2023-07-05', 'paymentDate': '2023-07-21', 'declarationDate': ''}]"
ARGO.JK,[]
PDES.JK,"[{'date': '2017-06-20', 'label': 'June 20, 17', 'adjDividend': 35.3, 'dividend': 35.3, 'recordDate': '2017-06-22', 'paymentDate': '2017-07-14', 'declarationDate': ''}]"
PPGL.JK,"[{'date': '2024-08-21', 'label': 'August 21, 24', 'adjDividend': 4.54, 'dividend': 4.54, 'recordDate': '2024-08-22', 'paymentDate': '2024-09-11', 'declarationDate': ''}, {'date': '2024-05-30', 'label': 'May 30, 24', 'adjDividend': 4, 'dividend': 4, 'recordDate': '2024-05-31', 'paymentDate': '2024-06-20', 'declarationDate': ''}, {'date': '2023-11-16', 'label': 'November 16, 23', 'adjDividend': 2, 'dividend': 2, 'recordDate': '2023-11-17', 'paymentDate': '2023-12-07', 'declarationDate': ''}, {'date': '2023-07-03', 'label': 'July 03, 23', 'adjDividend': 2, 'dividend': 2, 'recordDate': '2023-07-04', 'paymentDate': '2023-07-21', 'declarationDate': ''}, {'date': '2022-12-07', 'label': 'December 07, 22', 'adjDividend': 6, 'dividend': 6, 'recordDate': '2022-12-08', 'paymentDate': '2022-12-21', 'declarationDate': ''}, {'date': '2022-06-15', 'label': 'June 15, 22', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2022-06-16', 'paymentDate': '2022-07-06', 'declarationDate': ''}, {'date': '2022-01-13', 'label': 'January 13, 22', 'adjDividend': 6, 'dividend': 6, 'recordDate': '2022-01-12', 'paymentDate': '2022-01-20', 'declarationDate': ''}, {'date': '2020-12-07', 'label': 'December 07, 20', 'adjDividend': 2, 'dividend': 2, 'recordDate': '2020-12-08', 'paymentDate': '2020-12-22', 'declarationDate': ''}]"
MBSS.JK,"[{'date': '2015-05-04', 'label': 'May 04, 15', 'adjDividend': 120.0039, 'dividend': 120.0039, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-06-03', 'label': 'June 03, 14', 'adjDividend': 65.307, 'dividend': 65.307, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-15', 'label': 'July 15, 13', 'adjDividend': 50, 'dividend': 50, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-02', 'label': 'July 02, 12', 'adjDividend': 43, 'dividend': 43, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
KETR.JK,[]
PORT.JK,[]
AREA.JK,[]
ANJT.JK,"[{'date': '2023-06-16', 'label': 'June 16, 23', 'adjDividend': 27.8, 'dividend': 27.8, 'recordDate': '2023-06-19', 'paymentDate': '2023-07-07', 'declarationDate': ''}, {'date': '2022-06-17', 'label': 'June 17, 22', 'adjDividend': 43, 'dividend': 43, 'recordDate': '2022-06-20', 'paymentDate': '2022-07-08', 'declarationDate': ''}, {'date': '2021-06-18', 'label': 'June 18, 21', 'adjDividend': 4, 'dividend': 4, 'recordDate': '2021-06-21', 'paymentDate': '2021-07-09', 'declarationDate': ''}, {'date': '2018-05-22', 'label': 'May 22, 18', 'adjDividend': 12, 'dividend': 12, 'recordDate': '2018-05-24', 'paymentDate': '2018-06-08', 'declarationDate': ''}, {'date': '2017-06-05', 'label': 'June 05, 17', 'adjDividend': 18, 'dividend': 18, 'recordDate': '2017-06-07', 'paymentDate': '2017-06-22', 'declarationDate': ''}, {'date': '2016-06-09', 'label': 'June 09, 16', 'adjDividend': 35, 'dividend': 35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-30', 'label': 'June 30, 15', 'adjDividend': 35, 'dividend': 35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-06-25', 'label': 'June 25, 14', 'adjDividend': 35, 'dividend': 35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
BAPA.JK,[]
IPOL.JK,"[{'date': '2022-06-17', 'label': 'June 17, 22', 'adjDividend': 5.5, 'dividend': 5.5, 'recordDate': '2022-06-20', 'paymentDate': '2022-07-08', 'declarationDate': ''}, {'date': '2021-05-06', 'label': 'May 06, 21', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2021-05-07', 'paymentDate': '2021-05-28', 'declarationDate': ''}, {'date': '2019-05-24', 'label': 'May 24, 19', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2019-05-27', 'paymentDate': '2019-06-14', 'declarationDate': ''}, {'date': '2017-06-15', 'label': 'June 15, 17', 'adjDividend': 3.5, 'dividend': 3.5, 'recordDate': '2017-06-19', 'paymentDate': '2017-07-07', 'declarationDate': ''}, {'date': '2014-08-18', 'label': 'August 18, 14', 'adjDividend': 1, 'dividend': 1, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-26', 'label': 'July 26, 13', 'adjDividend': 1, 'dividend': 1, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-17', 'label': 'July 17, 12', 'adjDividend': 1, 'dividend': 1, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-27', 'label': 'July 27, 11', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
TCPI.JK,"[{'date': '2024-07-09', 'label': 'July 09, 24', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2024-07-10', 'paymentDate': '2024-08-01', 'declarationDate': ''}, {'date': '2023-06-27', 'label': 'June 27, 23', 'adjDividend': 7, 'dividend': 7, 'recordDate': '2023-07-03', 'paymentDate': '2023-07-18', 'declarationDate': ''}, {'date': '2022-08-09', 'label': 'August 09, 22', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2022-08-10', 'paymentDate': '2022-09-01', 'declarationDate': ''}, {'date': '2020-07-20', 'label': 'July 20, 20', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2020-07-21', 'paymentDate': '2020-08-12', 'declarationDate': ''}, {'date': '2019-06-28', 'label': 'June 28, 19', 'adjDividend': 15.5, 'dividend': 15.5, 'recordDate': '2019-07-01', 'paymentDate': '2019-07-19', 'declarationDate': ''}]"
SLIS.JK,"[{'date': '2020-08-11', 'label': 'August 11, 20', 'adjDividend': 0.74778, 'dividend': 0.74778, 'recordDate': '2020-08-12', 'paymentDate': '2020-09-03', 'declarationDate': ''}]"
BAJA.JK,"[{'date': '2013-12-27', 'label': 'December 27, 13', 'adjDividend': 3.15, 'dividend': 3.15, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
BRAM.JK,"[{'date': '2024-06-24', 'label': 'June 24, 24', 'adjDividend': 200, 'dividend': 200, 'recordDate': '2024-06-25', 'paymentDate': '2024-06-27', 'declarationDate': ''}, {'date': '2023-11-08', 'label': 'November 08, 23', 'adjDividend': 200, 'dividend': 200, 'recordDate': '2023-11-09', 'paymentDate': '2023-11-23', 'declarationDate': ''}, {'date': '2023-06-15', 'label': 'June 15, 23', 'adjDividend': 200, 'dividend': 200, 'recordDate': '2023-06-16', 'paymentDate': '2023-06-26', 'declarationDate': ''}, {'date': '2022-10-12', 'label': 'October 12, 22', 'adjDividend': 300, 'dividend': 300, 'recordDate': '2022-10-13', 'paymentDate': '2022-10-19', 'declarationDate': ''}, {'date': '2022-06-17', 'label': 'June 17, 22', 'adjDividend': 200, 'dividend': 200, 'recordDate': '2022-06-20', 'paymentDate': '2022-06-29', 'declarationDate': ''}, {'date': '2021-12-01', 'label': 'December 01, 21', 'adjDividend': 200, 'dividend': 200, 'recordDate': '2021-12-02', 'paymentDate': '2021-12-17', 'declarationDate': ''}, {'date': '2021-06-18', 'label': 'June 18, 21', 'adjDividend': 400, 'dividend': 400, 'recordDate': '2021-06-21', 'paymentDate': '2021-06-29', 'declarationDate': ''}, {'date': '2020-06-19', 'label': 'June 19, 20', 'adjDividend': 200, 'dividend': 200, 'recordDate': '2020-06-22', 'paymentDate': '2020-07-09', 'declarationDate': ''}, {'date': '2019-12-02', 'label': 'December 02, 19', 'adjDividend': 200, 'dividend': 200, 'recordDate': '2019-12-03', 'paymentDate': '2019-12-19', 'declarationDate': ''}, {'date': '2019-05-23', 'label': 'May 23, 19', 'adjDividend': 300, 'dividend': 300, 'recordDate': '2019-05-24', 'paymentDate': '2019-06-14', 'declarationDate': ''}, {'date': '2018-11-21', 'label': 'November 21, 18', 'adjDividend': 200, 'dividend': 200, 'recordDate': '2018-11-23', 'paymentDate': '2018-11-30', 'declarationDate': ''}, {'date': '2018-06-25', 'label': 'June 25, 18', 'adjDividend': 400, 'dividend': 400, 'recordDate': '2018-06-27', 'paymentDate': '2018-06-28', 'declarationDate': ''}, {'date': '2017-06-14', 'label': 'June 14, 17', 'adjDividend': 150, 'dividend': 150, 'recordDate': '2017-06-16', 'paymentDate': '2017-06-22', 'declarationDate': ''}, {'date': '2016-06-16', 'label': 'June 16, 16', 'adjDividend': 125, 'dividend': 125, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-07-03', 'label': 'July 03, 15', 'adjDividend': 100, 'dividend': 100, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-10-22', 'label': 'October 22, 13', 'adjDividend': 75, 'dividend': 75, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-02', 'label': 'July 02, 13', 'adjDividend': 100, 'dividend': 100, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-12-10', 'label': 'December 10, 12', 'adjDividend': 100, 'dividend': 100, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-11', 'label': 'July 11, 12', 'adjDividend': 50, 'dividend': 50, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-11-23', 'label': 'November 23, 11', 'adjDividend': 75, 'dividend': 75, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-20', 'label': 'July 20, 11', 'adjDividend': 50, 'dividend': 50, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-10-12', 'label': 'October 12, 10', 'adjDividend': 75, 'dividend': 75, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-07-09', 'label': 'July 09, 10', 'adjDividend': 50, 'dividend': 50, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-19', 'label': 'June 19, 09', 'adjDividend': 125, 'dividend': 125, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-06-25', 'label': 'June 25, 08', 'adjDividend': 63, 'dividend': 63, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-07-30', 'label': 'July 30, 07', 'adjDividend': 12, 'dividend': 12, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-07-10', 'label': 'July 10, 06', 'adjDividend': 40, 'dividend': 40, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-06-20', 'label': 'June 20, 05', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-09-02', 'label': 'September 02, 03', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
ITIC.JK,"[{'date': '2024-06-03', 'label': 'June 03, 24', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2024-06-04', 'paymentDate': '2024-06-26', 'declarationDate': ''}, {'date': '2023-06-05', 'label': 'June 05, 23', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2023-06-06', 'paymentDate': '2023-06-23', 'declarationDate': ''}]"
DEWI.JK,[]
PBSA.JK,"[{'date': '2024-06-27', 'label': 'June 27, 24', 'adjDividend': 13, 'dividend': 13, 'recordDate': '2024-06-28', 'paymentDate': '2024-07-19', 'declarationDate': ''}, {'date': '2023-12-19', 'label': 'December 19, 23', 'adjDividend': 40, 'dividend': 40, 'recordDate': '2023-12-20', 'paymentDate': '2023-12-29', 'declarationDate': ''}, {'date': '2023-11-08', 'label': 'November 08, 23', 'adjDividend': 40, 'dividend': 40, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2023-06-07', 'label': 'June 07, 23', 'adjDividend': 40, 'dividend': 40, 'recordDate': '2023-06-08', 'paymentDate': '2023-06-27', 'declarationDate': ''}, {'date': '2022-06-22', 'label': 'June 22, 22', 'adjDividend': 47, 'dividend': 94, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2022-06-08', 'label': 'June 08, 22', 'adjDividend': 23.5, 'dividend': 47, 'recordDate': '2022-06-09', 'paymentDate': '2022-06-30', 'declarationDate': ''}, {'date': '2021-08-03', 'label': 'August 03, 21', 'adjDividend': 13.5, 'dividend': 27, 'recordDate': '2021-08-04', 'paymentDate': '2021-08-26', 'declarationDate': ''}, {'date': '2020-08-05', 'label': 'August 05, 20', 'adjDividend': 16.5, 'dividend': 33, 'recordDate': '2020-08-06', 'paymentDate': '2020-08-27', 'declarationDate': ''}, {'date': '2019-06-25', 'label': 'June 25, 19', 'adjDividend': 6.5, 'dividend': 13, 'recordDate': '2019-06-26', 'paymentDate': '2019-07-18', 'declarationDate': ''}, {'date': '2018-04-30', 'label': 'April 30, 18', 'adjDividend': 40, 'dividend': 80, 'recordDate': '2018-05-03', 'paymentDate': '2018-05-24', 'declarationDate': ''}, {'date': '2017-06-20', 'label': 'June 20, 17', 'adjDividend': 10, 'dividend': 20, 'recordDate': '2017-06-22', 'paymentDate': '2017-07-14', 'declarationDate': ''}]"
MRAT.JK,"[{'date': '2013-07-11', 'label': 'July 11, 13', 'adjDividend': 16.525, 'dividend': 16.525, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-13', 'label': 'July 13, 12', 'adjDividend': 16.3, 'dividend': 16.3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-04', 'label': 'July 04, 11', 'adjDividend': 11.41, 'dividend': 11.41, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-07-02', 'label': 'July 02, 10', 'adjDividend': 9.82, 'dividend': 9.82, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-07-10', 'label': 'July 10, 09', 'adjDividend': 13.02, 'dividend': 13.02, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-07-11', 'label': 'July 11, 08', 'adjDividend': 5.2, 'dividend': 5.2, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-06-29', 'label': 'June 29, 07', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-07-08', 'label': 'July 08, 05', 'adjDividend': 4.6, 'dividend': 4.6, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-07-14', 'label': 'July 14, 03', 'adjDividend': 36, 'dividend': 36, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
JARR.JK,[]
ASPI.JK,[]
BBHI.JK,[]
EKAD.JK,"[{'date': '2024-06-04', 'label': 'June 04, 24', 'adjDividend': 9, 'dividend': 9, 'recordDate': '2024-06-05', 'paymentDate': '2024-06-27', 'declarationDate': ''}, {'date': '2023-06-22', 'label': 'June 22, 23', 'adjDividend': 9, 'dividend': 9, 'recordDate': '2023-06-23', 'paymentDate': '2023-07-14', 'declarationDate': ''}, {'date': '2022-08-02', 'label': 'August 02, 22', 'adjDividend': 10, 'dividend': 50, 'recordDate': '2022-08-03', 'paymentDate': '2022-08-25', 'declarationDate': ''}, {'date': '2021-08-24', 'label': 'August 24, 21', 'adjDividend': 9, 'dividend': 45, 'recordDate': '2021-08-25', 'paymentDate': '2021-09-15', 'declarationDate': ''}, {'date': '2020-09-01', 'label': 'September 01, 20', 'adjDividend': 7, 'dividend': 35, 'recordDate': '2020-09-02', 'paymentDate': '2020-09-24', 'declarationDate': ''}, {'date': '2019-05-29', 'label': 'May 29, 19', 'adjDividend': 6, 'dividend': 30, 'recordDate': '2019-05-31', 'paymentDate': '2019-06-21', 'declarationDate': ''}, {'date': '2018-05-25', 'label': 'May 25, 18', 'adjDividend': 3.6, 'dividend': 18, 'recordDate': '2018-05-30', 'paymentDate': '2018-06-20', 'declarationDate': ''}, {'date': '2017-06-05', 'label': 'June 05, 17', 'adjDividend': 3.2, 'dividend': 16, 'recordDate': '2017-06-07', 'paymentDate': '2017-06-22', 'declarationDate': ''}, {'date': '2016-06-01', 'label': 'June 01, 16', 'adjDividend': 2, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-26', 'label': 'June 26, 15', 'adjDividend': 1.8, 'dividend': 9, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-06-17', 'label': 'June 17, 14', 'adjDividend': 1.8, 'dividend': 9, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-06-24', 'label': 'June 24, 13', 'adjDividend': 1.6, 'dividend': 8, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-13', 'label': 'July 13, 12', 'adjDividend': 1.4, 'dividend': 7, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-06-20', 'label': 'June 20, 11', 'adjDividend': 1.28, 'dividend': 8, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-14', 'label': 'June 14, 10', 'adjDividend': 0.48, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-09-28', 'label': 'September 28, 09', 'adjDividend': 0.48, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-06-19', 'label': 'June 19, 08', 'adjDividend': 0.32, 'dividend': 2, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-06-21', 'label': 'June 21, 07', 'adjDividend': 0.48, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-07-24', 'label': 'July 24, 06', 'adjDividend': 1, 'dividend': 12.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
GZCO.JK,"[{'date': '2012-07-09', 'label': 'July 09, 12', 'adjDividend': 1, 'dividend': 1.2, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-06-28', 'label': 'June 28, 11', 'adjDividend': 8, 'dividend': 9.6, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-05-03', 'label': 'May 03, 10', 'adjDividend': 10, 'dividend': 12, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-02', 'label': 'June 02, 09', 'adjDividend': 2.70833, 'dividend': 3.25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
